1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
1953, forest, regions_unexplored:deciduous_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1954, forest, regions_unexplored:deciduous_forest, rascals, friendsandfoes:rascal, 10, 1, 1
1955, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1956, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1957, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1958, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1959, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1960, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1961, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1962, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1963, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1964, ocean, minecraft:deep_cold_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
1965, ocean, minecraft:deep_cold_ocean, MONSTER, cataclysm:deepling, 10, 1, 1
1966, ocean, minecraft:deep_cold_ocean, MONSTER, cataclysm:deepling_angler, 10, 1, 1
1967, ocean, minecraft:deep_cold_ocean, MONSTER, cataclysm:deepling_brute, 10, 1, 1
1968, ocean, minecraft:deep_cold_ocean, CREATURE, alexsmobs:seal, 20, 3, 8
1969, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1970, ocean, minecraft:deep_cold_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
1971, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1972, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1973, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
1974, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1975, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1976, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1977, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1978, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1979, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1980, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1981, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1982, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1983, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1984, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1985, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1986, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1987, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1988, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1989, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1990, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1991, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1992, ocean, minecraft:deep_cold_ocean, rascals, friendsandfoes:rascal, 10, 1, 1
1993, none, minecraft:deep_dark, MONSTER, alexsmobs:farseer, 30, 1, 1
1994, none, minecraft:deep_dark, MONSTER, alexsmobs:skreecher, 10, 1, 1
1995, none, minecraft:deep_dark, AMBIENT, alexsmobs:fly, 10, 2, 3
1996, none, minecraft:deep_dark, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1997, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1998, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1999, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2000, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2001, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2002, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2003, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2004, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2005, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2006, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
2007, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2008, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2009, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2010, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2011, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
2012, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2013, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
2014, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2015, ocean, minecraft:deep_frozen_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
2016, ocean, minecraft:deep_frozen_ocean, MONSTER, aquamirae:pillagers_patrol, 10, 1, 1
2017, ocean, minecraft:deep_frozen_ocean, MONSTER, aquamirae:tortured_soul, 80, 1, 4
2018, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
2019, ocean, minecraft:deep_frozen_ocean, CREATURE, alexsmobs:seal, 20, 3, 8
2020, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2021, ocean, minecraft:deep_frozen_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
2022, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2023, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2024, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
2025, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2026, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
2027, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
2028, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, aquamirae:anglerfish, 80, 1, 2
2029, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
2030, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
2031, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
2032, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2033, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
2034, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
2035, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
2036, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
2037, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquamirae:spinefish, 80, 3, 9
2038, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
2039, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
2040, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
2041, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
2042, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
2043, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
2044, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
2045, ocean, minecraft:deep_frozen_ocean, rascals, friendsandfoes:rascal, 10, 1, 1
2046, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2047, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2048, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2049, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2050, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2051, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2052, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2053, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2054, ocean, minecraft:deep_lukewarm_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
2055, ocean, minecraft:deep_lukewarm_ocean, MONSTER, cataclysm:deepling, 10, 1, 1
2056, ocean, minecraft:deep_lukewarm_ocean, MONSTER, cataclysm:deepling_angler, 10, 1, 1
2057, ocean, minecraft:deep_lukewarm_ocean, MONSTER, cataclysm:deepling_brute, 10, 1, 1
2058, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2059, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 10, 1, 1
2060, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2061, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
2062, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2063, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2064, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2065, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2066, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
2067, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
2068, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2069, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
2070, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2071, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
2072, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2073, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
2074, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
2075, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
2076, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
2077, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
2078, ocean, minecraft:deep_lukewarm_ocean, rascals, friendsandfoes:rascal, 10, 1, 1
2079, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
2080, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2081, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2082, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2083, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2084, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
2085, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2086, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
2087, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2088, ocean, minecraft:deep_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
2089, ocean, minecraft:deep_ocean, MONSTER, cataclysm:deepling, 10, 1, 1
2090, ocean, minecraft:deep_ocean, MONSTER, cataclysm:deepling_angler, 10, 1, 1
2091, ocean, minecraft:deep_ocean, MONSTER, cataclysm:deepling_brute, 10, 1, 1
2092, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2093, ocean, minecraft:deep_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
2094, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2095, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2096, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2097, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2098, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
2099, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
2100, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2101, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
2102, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2103, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
2104, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
2105, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
2106, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
2107, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
2108, ocean, minecraft:deep_ocean, rascals, friendsandfoes:rascal, 10, 1, 1
2109, none, deeperdarker:deeplands, MONSTER, deeperdarker:sculk_centipede, 10, 1, 4
2110, none, deeperdarker:deeplands, MONSTER, deeperdarker:sculk_snapper, 11, 3, 6
2111, none, deeperdarker:deeplands, MONSTER, minecraft:phantom, 10, 1, 2
2112, none, deeperdarker:deeplands, MONSTER, alexsmobs:farseer, 30, 1, 1
2113, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2114, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2115, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2116, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2117, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2118, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2119, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2120, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2121, none, deeperdarker:deeplands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2122, none, terrablender:deferred_placeholder, MONSTER, alexsmobs:farseer, 30, 1, 1
2123, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2124, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2125, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2126, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2127, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2128, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2129, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2130, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2131, none, terrablender:deferred_placeholder, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2132, desert, minecraft:desert, MONSTER, minecraft:spider, 80, 4, 4
2133, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
2134, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
2135, desert, minecraft:desert, MONSTER, minecraft:skeleton, 80, 4, 4
2136, desert, minecraft:desert, MONSTER, minecraft:slime, 80, 4, 4
2137, desert, minecraft:desert, MONSTER, minecraft:enderman, 5, 1, 4
2138, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
2139, desert, minecraft:desert, MONSTER, minecraft:husk, 80, 4, 4
2140, desert, minecraft:desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2141, desert, minecraft:desert, MONSTER, alexsmobs:guster, 35, 1, 2
2142, desert, minecraft:desert, MONSTER, alexsmobs:farseer, 30, 1, 1
2143, desert, minecraft:desert, MONSTER, alexsmobs:murmur, 10, 1, 1
2144, desert, minecraft:desert, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2145, desert, minecraft:desert, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
2146, desert, minecraft:desert, CREATURE, minecraft:rabbit, 10, 2, 3
2147, desert, minecraft:desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
2148, desert, minecraft:desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
2149, desert, minecraft:desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
2150, desert, minecraft:desert, CREATURE, friendsandfoes:mauler, 10, 1, 1
2151, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
2152, desert, minecraft:desert, AMBIENT, alexsmobs:fly, 10, 2, 3
2153, desert, minecraft:desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2154, desert, minecraft:desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
2155, desert, minecraft:desert, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
2156, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2157, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2158, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
2159, desert, minecraft:desert, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
2160, desert, minecraft:desert, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
2161, desert, minecraft:desert, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
2162, desert, minecraft:desert, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
2163, desert, minecraft:desert, rascals, friendsandfoes:rascal, 10, 1, 1
2164, none, terralith:desert_canyon, MONSTER, minecraft:spider, 80, 4, 4
2165, none, terralith:desert_canyon, MONSTER, minecraft:zombie, 19, 4, 4
2166, none, terralith:desert_canyon, MONSTER, minecraft:zombie_villager, 10, 1, 1
2167, none, terralith:desert_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
2168, none, terralith:desert_canyon, MONSTER, minecraft:creeper, 80, 4, 4
2169, none, terralith:desert_canyon, MONSTER, minecraft:slime, 80, 4, 4
2170, none, terralith:desert_canyon, MONSTER, minecraft:enderman, 5, 1, 4
2171, none, terralith:desert_canyon, MONSTER, minecraft:witch, 5, 1, 1
2172, none, terralith:desert_canyon, MONSTER, minecraft:husk, 80, 4, 4
2173, none, terralith:desert_canyon, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2174, none, terralith:desert_canyon, MONSTER, alexsmobs:guster, 35, 1, 2
2175, none, terralith:desert_canyon, MONSTER, alexsmobs:farseer, 30, 1, 1
2176, none, terralith:desert_canyon, MONSTER, alexsmobs:murmur, 10, 1, 1
2177, none, terralith:desert_canyon, CREATURE, minecraft:rabbit, 10, 2, 3
2178, none, terralith:desert_canyon, CREATURE, alexsmobs:roadrunner, 10, 2, 2
2179, none, terralith:desert_canyon, CREATURE, alexsmobs:sunbird, 10, 1, 1
2180, none, terralith:desert_canyon, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
2181, none, terralith:desert_canyon, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
2182, none, terralith:desert_canyon, CREATURE, friendsandfoes:mauler, 10, 1, 1
2183, none, terralith:desert_canyon, AMBIENT, minecraft:bat, 10, 8, 8
2184, none, terralith:desert_canyon, AMBIENT, alexsmobs:fly, 10, 2, 3
2185, none, terralith:desert_canyon, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2186, none, terralith:desert_canyon, AMBIENT, alexsmobs:jerboa, 12, 1, 3
2187, none, terralith:desert_canyon, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
2188, none, terralith:desert_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2189, none, terralith:desert_canyon, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2190, none, terralith:desert_canyon, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
2191, none, terralith:desert_canyon, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
2192, none, terralith:desert_canyon, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
2193, none, terralith:desert_canyon, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
2194, none, terralith:desert_canyon, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
2195, none, terralith:desert_canyon, rascals, friendsandfoes:rascal, 10, 1, 1
2196, desert, terralith:desert_oasis, MONSTER, minecraft:spider, 80, 4, 4
2197, desert, terralith:desert_oasis, MONSTER, minecraft:zombie, 19, 4, 4
2198, desert, terralith:desert_oasis, MONSTER, minecraft:zombie_villager, 10, 1, 1
2199, desert, terralith:desert_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
2200, desert, terralith:desert_oasis, MONSTER, minecraft:slime, 80, 4, 4
2201, desert, terralith:desert_oasis, MONSTER, minecraft:enderman, 5, 1, 4
2202, desert, terralith:desert_oasis, MONSTER, minecraft:witch, 5, 1, 1
